 | Origin Time (GMT)     | Status    |cnt |Mag  |TypeMag |cnt | Lat     | Lon      | Depth  | Remarks
 | 2016-11-12 04:32:09.1 | manual      | 6  | 3.7 | MLv    | 5  | 6.93 S  | 122.52 E | 10 km  | Flores Sea                          
 | 2016-11-11 22:25:22.9 | manual      | 12 | 4.9 | mb     | 12 | 24.92 N | 122.11 E | 10 km  | Taiwan Region                       
 | 2016-11-11 21:46:53.5 | automatic   | 12 | 5.1 | mb     | 12 | 11.67 N | 132.34 E | 10 km  | W. Caroline Islands, Micronesia     
 | 2016-11-11 21:45:20.8 | automatic   | 14 | 5.7 | mb     | 14 | 23.17 N | 133.12 E | 10 km  | Philippine Sea                      
 | 2016-11-11 18:34:13.9 | manual      | 6  | 3.7 | MLv    | 6  | 2.94 N  | 121.29 E | 10 km  | Celebes Sea                         
 | 2016-11-11 17:12:09.4 | automatic   | 23 | 5.1 | mb     | 17 | 4.31 S  | 134.02 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2016-11-11 14:12:37.5 | manual      | 14 | 3.8 | MLv    | 14 | 4.33 S  | 122.83 E | 14 km  | Sulawesi, Indonesia                 
 | 2016-11-11 13:37:31.8 | automatic   | 10 | 4.4 | MLv    | 8  | 2.91 N  | 126.57 E | 10 km  | Northern Molucca Sea                
 | 2016-11-11 12:22:44.1 | manual      | 13 | 4.8 | MLv    | 11 | 11.75 S | 117.64 E | 10 km  | South of Sumbawa, Indonesia         
 | 2016-11-11 11:49:55.8 | manual      | 4  | 2.3 | MLv    | 4  | 0.04 N  | 121.23 E | 37 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-11 09:57:00.7 | manual      | 6  | 3.9 | MLv    | 6  | 8.17 S  | 121.73 E | 256 km | Flores Region, Indonesia            
 | 2016-11-11 08:28:08.7 | manual      | 10 | 4.4 | MLv    | 9  | 2.97 N  | 126.62 E | 10 km  | Northern Molucca Sea                
 | 2016-11-11 00:26:40.8 | manual      | 25 | 5.1 | mb     | 19 | 9.36 S  | 111.16 E | 10 km  | South of Java, Indonesia            
 | 2016-11-10 17:42:57.7 | automatic   | 11 | 5.0 | mb     | 9  | 5.92 S  | 129.29 E | 202 km | Banda Sea                           
 | 2016-11-10 17:35:35.4 | automatic   | 12 | 5.5 | mb     | 12 | 20.49 S | 178.47 W | 499 km | Fiji Islands Region                 
 | 2016-11-10 14:00:38.2 | manual      | 6  | 4.5 | MLv    | 6  | 9.62 S  | 118.98 E | 10 km  | Sumbawa Region, Indonesia           
 | 2016-11-10 11:27:41.8 | manual      | 9  | 3.8 | MLv    | 9  | 3.01 S  | 127.84 E | 24 km  | Seram, Indonesia                    
 | 2016-11-10 10:27:03.3 | manual      | 7  | 3.4 | MLv    | 7  | 0.35 S  | 123.01 E | 74 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-10 08:15:34.5 | automatic   | 20 | 4.9 | mb     | 14 | 8.97 S  | 111.32 E | 10 km  | Java, Indonesia                     
 | 2016-11-10 07:51:57.9 | manual      | 5  | 3.5 | MLv    | 5  | 0.19 S  | 122.99 E | 121 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-10 07:29:05.3 | manual      | 4  | 3.2 | MLv    | 4  | 2.78 S  | 128.23 E | 10 km  | Ceram Sea                           
 | 2016-11-10 07:11:16.5 | manual      | 6  | 4.6 | mb     | 6  | 13.70 N | 123.62 E | 10 km  | Luzon, Philippines                  
 | 2016-11-10 04:28:34.1 | manual      | 5  | 2.6 | MLv    | 4  | 0.24 S  | 122.50 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-10 02:21:34.1 | manual      | 7  | 3.8 | MLv    | 7  | 0.16 S  | 123.16 E | 112 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-09 14:51:01.3 | manual      | 34 | 5.2 | Mw(mB) | 30 | 5.01 S  | 149.61 E | 465 km | New Britain Region, P.N.G.          
 | 2016-11-09 14:39:34.6 | manual      | 4  | 3.0 | MLv    | 4  | 9.10 S  | 114.52 E | 10 km  | South of Bali, Indonesia            
 | 2016-11-09 08:18:28.8 | automatic   | 14 | 5.3 | mb     | 14 | 14.33 S | 143.64 E | 10 km  | Queensland, Australia               
 | 2016-11-09 06:52:49.7 | manual      | 9  | 3.7 | MLv    | 9  | 0.82 S  | 123.63 E | 27 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-09 05:58:15.7 | manual      | 5  | 3.4 | MLv    | 5  | 1.23 N  | 120.43 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-09 03:07:03.7 | manual      | 9  | 3.3 | MLv    | 9  | 3.52 S  | 127.72 E | 27 km  | Seram, Indonesia                    
 | 2016-11-09 02:21:35.5 | manual      | 8  | 4.4 | MLv    | 8  | 7.02 S  | 127.09 E | 423 km | Banda Sea                           
 | 2016-11-08 20:04:03.5 | manual      | 6  | 3.7 | MLv    | 6  | 1.24 N  | 123.87 E | 237 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-08 18:00:56.5 | automatic   | 10 | 4.6 | MLv    | 8  | 5.78 N  | 127.14 E | 10 km  | Philippine Islands Region           
 | 2016-11-08 16:46:35.8 | manual      | 6  | 2.9 | MLv    | 4  | 1.18 N  | 120.34 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-08 13:48:34.5 | manual      | 4  | 2.5 | MLv    | 4  | 0.38 S  | 121.68 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-08 11:45:45.1 | manual      | 5  | 3.0 | MLv    | 4  | 0.99 N  | 120.47 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-08 08:35:20.4 | manual      | 7  | 3.7 | MLv    | 5  | 0.76 N  | 120.07 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-08 03:17:55.1 | manual      | 6  | 3.5 | MLv    | 6  | 0.59 S  | 127.30 E | 10 km  | Halmahera, Indonesia                
 | 2016-11-08 00:58:45.7 | automatic   | 38 | 5.3 | Mw(mB) | 30 | 5.80 S  | 146.65 E | 74 km  | Eastern New Guinea Reg., P.N.G.     
 | 2016-11-07 23:07:02.5 | manual      | 5  | 3.8 | MLv    | 5  | 0.15 N  | 126.80 E | 131 km | Northern Molucca Sea                
 | 2016-11-07 21:31:24.4 | automatic   | 53 | 5.9 | Mw(mB) | 51 | 8.25 S  | 104.57 E | 10 km  | Southwest of Sumatra, Indonesia     
 | 2016-11-07 21:03:52.9 | manual      | 7  | 3.3 | MLv    | 7  | 0.59 S  | 120.94 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-07 20:09:02.8 | manual      | 9  | 3.8 | MLv    | 9  | 0.15 N  | 120.21 E | 27 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-07 18:16:49.2 | manual      | 18 | 4.6 | MLv    | 17 | 0.23 S  | 123.38 E | 101 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-07 15:44:36.4 | manual      | 8  | 3.8 | MLv    | 8  | 0.65 N  | 126.75 E | 10 km  | Northern Molucca Sea                
 | 2016-11-07 15:14:41.1 | manual      | 4  | 2.5 | MLv    | 4  | 0.38 S  | 121.45 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-07 07:29:55.9 | manual      | 8  | 4.9 | mb     | 4  | 3.07 N  | 125.94 E | 10 km  | Talaud Islands, Indonesia           
 | 2016-11-06 21:48:23.8 | manual      | 7  | 3.5 | MLv    | 6  | 0.92 S  | 123.53 E | 35 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-06 14:41:29.8 | manual      | 7  | 3.0 | MLv    | 7  | 0.79 S  | 120.80 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-06 13:41:03.2 | manual      | 13 | 4.0 | MLv    | 10 | 1.07 N  | 126.41 E | 14 km  | Northern Molucca Sea                
 | 2016-11-06 09:54:35.1 | automatic   | 22 | 5.0 | mb     | 22 | 19.35 S | 128.06 E | 10 km  | Western Australia                   
 | 2016-11-06 05:24:10.3 | manual      | 23 | 5.1 | mb     | 18 | 6.48 S  | 130.05 E | 118 km | Banda Sea                           
 | 2016-11-06 04:35:50.5 | manual      | 9  | 3.5 | MLv    | 8  | 2.18 S  | 119.08 E | 56 km  | Sulawesi, Indonesia                 
 | 2016-11-06 04:17:43.3 | automatic   | 10 | 4.8 | MLv    | 6  | 3.09 S  | 139.79 E | 10 km  | Irian Jaya, Indonesia               
 | 2016-11-05 22:48:08.1 | manual      | 10 | 4.7 | MLv    | 10 | 9.34 S  | 119.10 E | 10 km  | Sumba Region, Indonesia             
 | 2016-11-05 19:07:18.6 | manual      | 12 | 4.0 | MLv    | 9  | 3.07 S  | 130.75 E | 20 km  | Seram, Indonesia                    
 | 2016-11-05 14:31:40.2 | automatic   | 21 | 5.1 | mb     | 19 | 6.15 N  | 126.96 E | 10 km  | Mindanao, Philippines               
 | 2016-11-05 12:10:29.7 | manual      | 5  | 3.9 | MLv    | 5  | 2.78 N  | 121.56 E | 10 km  | Celebes Sea                         
 | 2016-11-05 08:19:10.7 | manual      | 6  | 3.7 | MLv    | 6  | 2.33 S  | 124.21 E | 10 km  | Ceram Sea                           
 | 2016-11-05 03:53:54.8 | automatic   | 14 | 5.3 | mb     | 13 | 14.97 N | 145.84 E | 10 km  | Mariana Islands                     
 | 2016-11-05 01:10:41.9 | manual      | 8  | 3.7 | MLv    | 7  | 0.34 S  | 123.64 E | 11 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-04 23:26:37.8 | automatic   | 15 | 5.3 | mb     | 15 | 3.42 N  | 94.49 E  | 10 km  | Off West Coast of Northern Sumatra  
 | 2016-11-04 20:54:30.3 | manual      | 5  | 2.7 | MLv    | 5  | 0.68 N  | 122.22 E | 81 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-04 20:05:31.8 | manual      | 7  | 2.3 | MLv    | 4  | 0.72 N  | 121.18 E | 64 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-04 19:06:15.4 | manual      | 6  | 2.8 | MLv    | 5  | 1.63 S  | 121.52 E | 23 km  | Sulawesi, Indonesia                 
 | 2016-11-04 17:23:17.3 | automatic   | 23 | 4.8 | MLv    | 16 | 0.97 N  | 126.94 E | 10 km  | Northern Molucca Sea                
 | 2016-11-04 12:12:09.5 | manual      | 4  | 2.5 | MLv    | 4  | 0.11 S  | 122.82 E | 25 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-04 02:43:40.5 | manual      | 10 | 3.7 | MLv    | 10 | 2.28 S  | 120.80 E | 29 km  | Sulawesi, Indonesia                 
 | 2016-11-04 00:52:10.2 | manual      | 4  | 2.5 | MLv    | 4  | 0.07 S  | 122.86 E | 149 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-03 22:12:01.9 | manual      | 8  | 4.1 | MLv    | 5  | 1.22 N  | 124.20 E | 262 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-03 17:42:29.3 | manual      | 13 | 3.9 | MLv    | 13 | 2.40 S  | 120.99 E | 27 km  | Sulawesi, Indonesia                 
 | 2016-11-03 16:44:33.2 | automatic   | 23 | 4.4 | mb     | 17 | 3.73 N  | 122.40 E | 566 km | Celebes Sea                         
 | 2016-11-03 16:33:23.1 | manual      | 6  | 2.8 | MLv    | 5  | 0.50 S  | 122.79 E | 94 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-03 16:11:38.2 | manual      | 29 | 5.2 | mb     | 19 | 2.75 S  | 129.43 E | 10 km  | Seram, Indonesia                    
 | 2016-11-03 15:21:10.3 | manual      | 27 | 5.0 | mb     | 25 | 6.03 N  | 126.06 E | 111 km | Mindanao, Philippines               
 | 2016-11-03 04:12:04.5 | manual      | 10 | 4.7 | mb     | 9  | 6.87 S  | 130.95 E | 65 km  | Banda Sea                           
 | 2016-11-02 18:33:29.4 | manual      | 6  | 2.4 | MLv    | 5  | 0.31 S  | 122.06 E | 22 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-02 05:46:51.4 | manual      | 26 | 4.8 | MLv    | 20 | 1.93 N  | 123.04 E | 422 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 23:40:01.2 | manual      | 5  | 2.0 | MLv    | 5  | 5.05 S  | 120.55 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-01 22:31:56.7 | manual      | 8  | 4.8 | mb     | 8  | 25.72 N | 128.50 E | 15 km  | Ryukyu Islands, Japan               
 | 2016-11-01 22:14:58.5 | manual      | 5  | 2.6 | MLv    | 5  | 0.07 N  | 122.73 E | 26 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 20:53:43.5 | manual      | 16 | 4.4 | MLv    | 13 | 9.30 S  | 116.25 E | 55 km  | Sumbawa Region, Indonesia           
 | 2016-11-01 20:23:07.7 | manual      | 5  | 3.0 | MLv    | 5  | 0.19 S  | 122.80 E | 21 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 20:15:54.2 | manual      | 7  | 3.2 | MLv    | 6  | 8.57 S  | 119.85 E | 238 km | Flores Region, Indonesia            
 | 2016-11-01 19:03:44.8 | manual      | 53 | 5.6 | Mw(mB) | 42 | 6.97 S  | 148.10 E | 127 km | New Britain Region, P.N.G.          
 | 2016-11-01 18:50:11.1 | manual      | 7  | 3.6 | MLv    | 7  | 1.82 N  | 120.93 E | 27 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 12:53:35.6 | manual      | 7  | 3.1 | MLv    | 7  | 0.89 N  | 121.98 E | 68 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 10:09:59.5 | manual      | 8  | 2.5 | MLv    | 6  | 0.25 S  | 122.55 E | 18 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 05:37:46.2 | manual      | 6  | 3.4 | MLv    | 6  | 1.45 N  | 120.32 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 04:11:19.4 | manual      | 8  | 3.8 | MLv    | 8  | 0.81 N  | 126.45 E | 84 km  | Northern Molucca Sea                
 | 2016-11-01 01:42:26.5 | manual      | 5  | 2.6 | MLv    | 5  | 0.17 S  | 122.64 E | 13 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-01 00:45:11.1 | manual      | 9  | 3.3 | MLv    | 8  | 3.69 S  | 129.62 E | 59 km  | Seram, Indonesia                    
 | 2016-10-31 19:39:00.8 | manual      | 13 | 3.4 | MLv    | 13 | 0.55 S  | 123.29 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-31 16:26:12.3 | manual      | 16 | 4.3 | mb     | 14 | 6.05 N  | 127.36 E | 131 km | Philippine Islands Region           
 | 2016-10-31 16:02:40.1 | manual      | 32 | 5.4 | mb     | 32 | 20.92 N | 60.82 E  | 31 km  | Owen Fracture Zone Region           
 | 2016-10-31 14:18:45.8 | manual      | 34 | 4.5 | MLv    | 23 | 7.30 S  | 119.79 E | 534 km | Flores Sea                          
 | 2016-10-31 13:50:06.8 | manual      | 7  | 3.2 | MLv    | 5  | 10.17 S | 123.15 E | 25 km  | Timor Region                        
 | 2016-10-31 12:34:26.2 | manual      | 4  | 2.6 | MLv    | 4  | 3.69 S  | 128.90 E | 91 km  | Seram, Indonesia                    
 | 2016-10-31 12:16:13.6 | manual      | 9  | 3.8 | MLv    | 9  | 0.60 S  | 123.75 E | 29 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-31 10:18:14.1 | manual      | 21 | 4.6 | MLv    | 21 | 4.67 S  | 120.01 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-10-31 01:08:20.3 | manual      | 22 | 4.6 | MLv    | 20 | 0.63 S  | 123.25 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 23:03:30.5 | manual      | 13 | 3.7 | MLv    | 12 | 0.70 S  | 123.31 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 22:33:05.6 | manual      | 7  | 3.2 | MLv    | 7  | 0.28 N  | 123.78 E | 162 km | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 21:28:27.2 | manual      | 41 | 4.7 | mb     | 36 | 6.92 S  | 130.65 E | 96 km  | Banda Sea                           
 | 2016-10-30 20:13:53.5 | manual      | 29 | 4.4 | MLv    | 19 | 0.14 N  | 126.36 E | 10 km  | Northern Molucca Sea                
 | 2016-10-30 16:42:25.6 | manual      | 5  | 2.9 | MLv    | 5  | 0.45 S  | 120.12 E | 15 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 13:57:14.1 | manual      | 5  | 2.7 | MLv    | 5  | 0.30 S  | 120.46 E | 166 km | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 11:20:46.7 | manual      | 12 | 3.9 | MLv    | 12 | 3.31 S  | 129.39 E | 10 km  | Seram, Indonesia                    
 | 2016-10-30 05:08:48.5 | manual      | 8  | 2.7 | MLv    | 8  | 3.35 S  | 120.76 E | 56 km  | Sulawesi, Indonesia                 
 | 2016-10-30 04:42:44.9 | manual      | 12 | 4.0 | MLv    | 12 | 3.95 S  | 122.50 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-10-30 03:03:34.7 | manual      | 6  | 3.2 | MLv    | 5  | 0.87 N  | 120.38 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-30 02:42:24.9 | manual      | 9  | 3.8 | MLv    | 6  | 12.61 S | 122.34 E | 685 km | South of Timor, Indonesia           
 | 2016-10-30 01:00:20.8 | manual      | 28 | 4.7 | mb     | 23 | 6.73 S  | 130.03 E | 154 km | Banda Sea                           
 | 2016-10-29 23:33:40.5 | manual      | 10 | 3.2 | MLv    | 8  | 0.81 S  | 120.26 E | 39 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-29 22:40:32.9 | manual      | 9  | 3.0 | MLv    | 9  | 2.49 S  | 121.14 E | 20 km  | Sulawesi, Indonesia                 
 | 2016-10-29 19:19:55.1 | manual      | 28 | 4.8 | mb     | 28 | 4.61 S  | 149.72 E | 593 km | Bismarck Sea                        
 | 2016-10-29 16:25:40.4 | manual      | 7  | 3.0 | MLv    | 7  | 1.27 S  | 121.75 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-10-29 14:39:46.2 | manual      | 9  | 2.8 | MLv    | 6  | 4.12 S  | 121.61 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-10-29 07:32:04.2 | manual      | 7  | 3.3 | MLv    | 7  | 0.09 N  | 122.90 E | 18 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-29 02:14:04.5 | manual      | 17 | 4.5 | MLv    | 8  | 9.17 S  | 111.70 E | 13 km  | South of Java, Indonesia            
 | 2016-10-29 02:08:24.2 | manual      | 6  | 3.7 | MLv    | 6  | 0.33 N  | 122.62 E | 98 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-28 22:36:41.9 | manual      | 11 | 3.8 | MLv    | 10 | 0.01 N  | 126.06 E | 30 km  | Northern Molucca Sea                
 | 2016-10-28 21:57:47.9 | manual      | 33 | 5.1 | mb     | 32 | 25.00 N | 124.43 E | 54 km  | Northeast of Taiwan                 
 | 2016-10-28 19:11:12.5 | manual      | 35 | 4.7 | mb     | 31 | 2.49 S  | 139.74 E | 10 km  | Near North Coast of Irian Jaya      
 | 2016-10-28 18:57:18.2 | manual      | 6  | 2.8 | MLv    | 4  | 1.07 N  | 120.16 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-28 16:51:32.4 | manual      | 14 | 4.0 | MLv    | 9  | 2.06 N  | 126.48 E | 46 km  | Northern Molucca Sea                
 | 2016-10-28 05:27:00.1 | manual      | 57 | 5.7 | Mw(mB) | 47 | 4.75 S  | 153.07 E | 93 km  | New Ireland Region, P.N.G.          
 | 2016-10-28 02:11:36.1 | manual      | 21 | 4.5 | MLv    | 16 | 7.23 S  | 115.96 E | 18 km  | Bali Sea                            
 | 2016-10-28 00:41:59.3 | manual      | 54 | 5.3 | Mw(mB) | 39 | 2.32 S  | 140.31 E | 15 km  | Near North Coast of Irian Jaya      
 | 2016-10-28 00:39:24.1 | manual      | 4  | 2.8 | MLv    | 4  | 0.17 S  | 122.79 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-27 23:48:22.3 | manual      | 26 | 4.2 | MLv    | 19 | 0.61 N  | 126.14 E | 10 km  | Northern Molucca Sea                
 | 2016-10-27 20:17:32.4 | manual      | 7  | 2.5 | MLv    | 5  | 0.33 N  | 121.69 E | 143 km | Minahassa Peninsula, Sulawesi       
 | 2016-10-27 16:49:41.7 | manual      | 11 | 4.2 | MLv    | 10 | 10.20 S | 119.21 E | 20 km  | Sumba Region, Indonesia             
 | 2016-10-27 15:57:02.6 | manual      | 7  | 3.0 | MLv    | 5  | 0.51 S  | 122.89 E | 37 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-27 11:53:53.8 | manual      | 18 | 5.2 | mb     | 18 | 53.12 N | 163.19 W | 335 km | Unimak Island Region, Alaska        
 | 2016-10-27 08:17:52.2 | manual      | 60 | 6.0 | Mw(mB) | 48 | 1.32 N  | 125.87 E | 75 km  | Northern Molucca Sea                
 | 2016-10-27 06:30:55.7 | manual      | 13 | 4.1 | MLv    | 12 | 0.45 N  | 123.70 E | 171 km | Minahassa Peninsula, Sulawesi       
 | 2016-10-27 03:53:09.4 | manual      | 8  | 3.7 | MLv    | 5  | 1.12 N  | 120.37 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-27 03:28:56.4 | manual      | 20 | 4.1 | MLv    | 20 | 2.69 S  | 126.71 E | 10 km  | Ceram Sea                           
 | 2016-10-26 19:35:06.8 | manual      | 12 | 3.6 | MLv    | 11 | 0.28 N  | 122.06 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-26 14:15:31.7 | manual      | 23 | 5.6 | mb     | 23 | 39.16 N | 52.29 E  | 32 km  | Caspian Sea                         
 | 2016-10-26 13:36:47.7 | manual      | 21 | 4.7 | mb     | 16 | 2.54 N  | 128.22 E | 145 km | Halmahera, Indonesia                
 | 2016-10-26 05:19:54.6 | manual      | 55 | 5.9 | Mw(mB) | 40 | 15.35 S | 175.01 W | 44 km  | Tonga Islands                       
 | 2016-10-26 02:21:40.3 | manual      | 18 | 5.4 | mb     | 18 | 23.74 N | 93.83 E  | 15 km  | Myanmar-India Border Region         
 | 2016-10-26 00:04:09.8 | manual      | 6  | 2.6 | MLv    | 6  | 0.44 S  | 122.50 E | 37 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-25 18:15:07.6 | manual      | 20 | 4.7 | mb     | 20 | 4.83 S  | 152.76 E | 114 km | New Britain Region, P.N.G.          
 | 2016-10-25 08:24:36.6 | manual      | 23 | 4.8 | mb     | 15 | 1.51 N  | 127.26 E | 117 km | Halmahera, Indonesia                
 | 2016-10-25 07:37:10.6 | manual      | 6  | 3.6 | MLv    | 6  | 5.70 S  | 116.83 E | 15 km  | Java Sea                            
 | 2016-10-25 07:36:58.9 | manual      | 7  | 3.3 | MLv    | 7  | 1.89 S  | 129.10 E | 389 km | Halmahera, Indonesia                
 | 2016-10-25 04:53:15.8 | manual      | 12 | 3.9 | MLv    | 10 | 1.54 S  | 132.76 E | 390 km | Irian Jaya Region, Indonesia        
 | 2016-10-25 04:45:55.9 | manual      | 45 | 5.5 | mb     | 44 | 22.75 N | 121.57 E | 65 km  | Taiwan Region                       
 | 2016-10-25 04:07:55.4 | manual      | 5  | 3.0 | MLv    | 4  | 9.82 S  | 124.20 E | 23 km  | Timor Region                        
 | 2016-10-24 21:43:09.4 | manual      | 27 | 4.5 | MLv    | 21 | 0.11 S  | 125.26 E | 10 km  | Southern Molucca Sea                
 | 2016-10-24 14:02:08.9 | manual      | 15 | 3.8 | MLv    | 15 | 5.75 S  | 121.71 E | 28 km  | Sulawesi, Indonesia                 
 | 2016-10-24 09:07:38.5 | manual      | 6  | 2.6 | MLv    | 4  | 0.24 N  | 122.10 E | 15 km  | Minahassa Peninsula, Sulawesi       
 | 2016-10-24 07:28:37.9 | manual      | 6  | 3.9 | MLv    | 6  | 7.65 S  | 120.03 E | 380 km | Flores Sea                          
 | 2016-10-24 05:16:35.5 | manual      | 6  | 4.5 | MLv    | 5  | 2.57 N  | 129.39 E | 273 km | Halmahera, Indonesia                
 | 2016-10-24 01:59:18.6 | manual      | 6  | 3.5 | MLv    | 6  | 1.15 N  | 128.64 E | 10 km  | Halmahera, Indonesia                
 | 2016-10-23 21:25:55.8 | manual      | 22 | 4.9 | mb     | 14 | 2.01 N  | 127.28 E | 64 km  | Northern Molucca Sea                
 | 2016-10-23 20:28:31.6 | automatic   | 13 | 5.3 | mb     | 13 | 23.99 N | 135.75 E | 10 km  | Philippine Sea                      
